,crypto_Ethereum_cumret_1d,crypto_Ethereum_skewness_5d,crypto_Ethereum_kurtosis_5d,crypto_Ethereum_cumret_5d,crypto_Ethereum_skewness_10d,crypto_Ethereum_kurtosis_10d,crypto_Ethereum_cumret_10d,crypto_Ethereum_skewness_20d,crypto_Ethereum_kurtosis_20d,crypto_Ethereum_cumret_20d,crypto_Ethereum_realized_vol_5d,crypto_Ethereum_exp_vol_5d,crypto_Ethereum_jump_5d,crypto_Ethereum_realized_vol_10d,crypto_Ethereum_exp_vol_10d,crypto_Ethereum_jump_10d,crypto_Ethereum_realized_vol_20d,crypto_Ethereum_exp_vol_20d,crypto_Ethereum_jump_20d,crypto_Ethereum_realized_vol_60d,crypto_Ethereum_exp_vol_60d,crypto_Ethereum_jump_60d,crypto_Solana_sign
2023-08-29,,,,,,0.013334439310791923,,,,,,,,,,,0.1860944851896944,,,0.007382855252586529,0.09672038088697321,,
2023-08-30,,-0.16119089220072635,,,0.1880607813855839,,,-0.125202833779263,-0.060742009292721666,0.17857657300834306,0.08690233907282274,0.0013452109174059146,,0.032349965679072,-0.031197106752408832,,0.006160136915864145,-0.025579347378258177,,0.003987738374766403,-0.009103539453215737,,
2023-08-31,,,,,,,,,,,,0.1509054957174365,,0.14201224776203847,0.12234535458281282,,0.05115226150490737,0.07370965996649348,,0.026991991075892452,0.03226798298468969,,0.0
2023-09-01,,,,,-0.013163473381384683,,,-0.14973477517248124,-0.005719990320916635,0.09896229115800148,0.0001841706365917073,-0.18283285776238667,,-0.02921049582780344,-0.09068067159239013,,-0.0015271386330043546,-0.044791696731465436,,-0.002273748525925212,-0.014038806112984137,,0.0
2023-09-02,,,,,,,,0.13252647515552107,-0.035171639622485484,-0.08223326672458375,0.008656702067457722,-0.12723136764433685,,-0.0888163034548346,-0.07652302202360217,,0.0065252258282577635,-0.03923880073469277,,0.000548300846274552,-0.013771837150645783,,0.0
2023-09-03,,,,,-0.1258182021676848,-0.002451958971630419,,-0.03465922275538047,0.01327433723995708,0.02762597550244328,,-0.17810545553946977,,-0.011719741802720174,-0.09365612163526127,,-0.0022781218834032613,-0.04780347611511182,,-0.002900798438519092,-0.016344339377368233,,0.0
2023-09-04,,,,-0.18646475364917292,-0.004216175405231448,-0.0007095309431789376,-0.018953069076510398,0.08160652588321526,0.012980011240951717,-0.04545713830629339,0.009914447365877654,-0.18311985699775535,,-0.00019405956165752247,-0.0952826620953422,,-0.000460521243181633,-0.048756716969468816,,-0.024384368845067006,-0.016443838393428667,,0.0
2023-09-05,,,,,-0.11601552544659421,-0.058180123411653684,,0.18369873490572197,0.018305866102983792,-0.12381614817574671,,-0.15628506881412618,,0.0005227152649929234,-0.08636079974059485,,0.0010418493346635582,-0.04432461278565414,,-0.004733497650380891,-0.015360895744186753,,0.0
2023-09-06,,,,,0.17360407826261692,0.1471100500659701,,,-0.19180348222131005,,,-0.18307895957273124,,-0.00839648409712579,-0.09483652183509628,,,-0.048245851324831834,,4.7468252742710604e-05,-0.016408502584938756,,0.0
2023-09-07,,,,,,-0.19828858134548522,,-0.18093126917286628,-0.05731060078892747,,,-0.009417496118129365,,0.013551971305346466,-0.04364801365774573,,-0.006494655708480734,-0.02585372722134771,,0.0035871295514238177,-0.009790226228171495,,0.0
2023-09-08,,,,,,-0.02225325479972029,,0.14306001364113174,0.05272695314240461,,,-0.045370389552993884,,,-0.07290495611800962,,0.0005013569128260453,-0.04365513477801908,,-0.00300474841762699,-0.015295430096790685,,0.0
2023-09-09,,,,,,,,0.12419442813524251,0.14142087528841496,,-0.05706287005945965,-0.18342197321952536,,-0.024788038876572993,-0.09528205536751855,,-0.010057036507933215,-0.04844181689474991,,4.5555209181591394e-05,-0.016402450493604115,,0.0
2023-09-10,,,,,,,,0.001005627086948735,-0.007254018313910038,0.026209237381427553,,0.0898210511847426,,,-0.030492785224351282,,0.0013859794254449387,-0.03073771360548283,,0.0021342506525903193,-0.012075205680671663,,0.0
2023-09-11,,,,,,,,,,,,,,,,,0.1070641200986171,,,-0.1109332461344057,0.06219228276788846,,0.0
2023-09-12,,,,,,,,-0.031622639371224115,0.030783401552874512,0.02800734749585443,,,,,0.19350561903424102,,-0.006528740934452992,0.09201966935757411,,-0.0010871162687210445,0.025072142123614416,,0.0
2023-09-13,,,,,0.1117186013025595,-0.11417475872680272,,,-0.0716019830532445,,0.0460060101784554,-0.1523469417569423,,0.026885148406312842,-0.0645926143105865,,0.003953708332025352,-0.02838144153390787,,0.0056827155115728445,-0.009432948158582977,,0.0
2023-09-14,,,,,0.18984929333986056,-0.036707301507527546,,,-0.12699088556895322,,0.0373838455709643,-0.1533898152898081,,0.02757000092401496,-0.06216719103704549,,0.012114091007725092,-0.024588145613386625,,0.007253455849278279,-0.007317780842378108,,0.0
2023-09-15,,,,,0.06167918178473042,-0.021417234018909603,,,-0.06448785690370162,,-0.016290162437105127,-0.1769341926945438,,0.012549296016434619,-0.0816465242527622,,0.005748362894381742,-0.03608371224418461,,0.004101700352310722,-0.010970659917388548,,
2023-09-16,,,,,-0.056815380678918115,-0.07591163290266267,,,0.03657125756087698,,,-0.12066838698368032,,0.0028338834075620767,-0.08312293265789417,,-0.002941834052080039,-0.046410434491575,,-0.0007227300012362381,-0.0162442627590218,,0.0
2023-09-17,,,,,,-0.15493038578416474,,,-0.030039605633579658,,-0.16614575836817758,-0.09958077004176691,,-0.008965394347923539,-0.06820997865121148,,0.0030510723578125454,-0.04027667713954752,,0.0007159460831713815,-0.014726245050760478,,
2023-09-18,,-0.028932857361030573,-0.02103028701999643,-0.04530492290962507,,0.1627235864483716,,,-0.12745989933909596,,-0.015421971843070925,-0.09952374430395339,,0.009013554797045797,-0.06463104105440165,,-0.17499008544168937,-0.03232767455064833,,0.00385871531737636,-0.01068991789941831,,
2023-09-19,,,-0.090148694657331,,0.06947797127377853,0.0527331138901701,,,,,-0.1388678605415672,-0.181722709559333,,0.001917596876865879,-0.09316968419769645,,-0.011901901113366753,-0.046173870413261264,,0.0009603416423429323,-0.015100608401990012,,0.0
2023-09-20,,,,,-0.027629186962182417,-0.07358030098072166,,-0.03899745907653085,,,0.1516246300941433,0.18042150079772634,,0.0057095749872475565,0.012089223690525674,,-0.12459266311838624,-0.015022642930742847,,-0.0013455192249088865,-0.009470804165832347,,0.0
2023-09-21,,,,,,,,-0.09424179208311845,,,,,,,0.15535563951657583,,0.06254831997185795,0.05782576455339039,,0.007164554949370183,0.011075283406820624,,0.0
2023-09-22,,,0.13900989075880577,,,,,0.0014891810264383576,-0.003800737591608261,-0.015032456418992535,0.0747130506339555,-0.021310673602166097,,-0.17771187034675673,-0.05218496969089792,,0.0007279725333524389,-0.034653507826839736,,-0.008622178537845637,-0.013054856543990079,,0.0
2023-09-23,,0.06624871591431725,,,-0.07530642769587115,,,0.009795587070814404,0.0036512453473389606,-0.03412481123213684,-0.10301127409378974,-0.16480021266550504,,-0.041772806629002956,-0.09037371672880123,,0.00029631638803784277,-0.047426017713558255,,-0.0012109656469601049,-0.016190114638178765,,0.0
2023-09-24,,,,,,,,-0.05772649110850536,-0.07611033362590225,0.16182912550459272,-0.08543233774945835,-0.1509641151547606,,-0.06562036689626594,-0.0780366377768732,,0.005089654704121038,-0.04037135315187357,,-0.002603575838064476,-0.014332107240650038,,0.0
2023-09-25,,,,,0.15124705915017644,,0.14813868809502861,0.015221330540653666,-0.012395937026229098,-0.07493114692157998,0.06517370520098309,-0.05308104718202589,,-0.04319368627623821,-0.054671276255972456,,0.002932859438488089,-0.036050588065465905,,0.0014169690442760174,-0.013679789440537271,,0.0
2023-09-26,,,,,0.19761746401889857,0.14646919294539074,,0.0387151424801595,0.004403953323592669,-0.14383961156314973,,-0.14439778902525346,,0.01990473631567613,-0.07691943491102504,,0.002554001107828663,-0.04209993766805986,,-0.002441477176786,-0.01488456388977677,,
2023-09-27,,0.09269426558403415,,,,,,-0.01745559006992048,0.0713373516831346,,-0.08402826235615657,-0.16832821392448172,,-0.004492289702715091,-0.08496319308355416,,-0.012704639337008827,-0.04438322213944623,,-0.00030965011920880414,-0.015326782771140968,,0.0
2023-09-28,,,0.06496896901568183,,,,,,,,,,,,,,0.14021849785561602,,,0.041482437860550725,0.06321691261946283,,
2023-09-29,,,,,-0.1924190507252045,-0.1860996849888361,,0.17210768369025686,-0.0344144278754005,,-0.16006128995312352,-0.17932868132505309,,0.013413551229259912,-0.09206539686917892,,0.006709284533324089,-0.04018533900591237,,0.003664959286537206,-0.011281171479535668,,0.0
2023-09-30,,-0.015835928243280395,-0.03861300556040492,-0.051958474727149984,,,,,,,0.02766265672792989,-0.12424574577648784,,-0.05394825178449281,-0.08716383884153511,,-0.015726715707442662,-0.048593667861957734,,-0.0027738775874743826,-0.016266484582965646,,0.0
2023-10-01,,,,,,,,,,,,,,0.012748483921149356,,,-0.09627129169156334,0.18449722849150074,,0.036354878622846476,0.06296608966786654,,0.0
2023-10-02,,,,,,,,,,,,,,,,,0.17779644752092394,,,0.04494668975007032,0.07570769730734894,,0.0
2023-10-03,,,,,-0.1618967789816902,-0.11434970584108639,-0.10532437437931585,,-0.0036531933346505285,,-0.10841613447785725,-0.18285863534031666,,0.006435798988327912,-0.09100203865459344,,-0.0023283752074905184,-0.04545734765539311,,1.670807111375794e-05,-0.015831998317822893,,0.0
2023-10-04,,,0.13939744829251577,,0.10813204720459879,0.11995020192199801,0.07339885028691429,,0.05034564400217434,,-0.013036426226564535,-0.18207203830082985,,-0.007167749541790225,-0.0898870910452807,,-0.00658070706952818,-0.0442901779738516,,-0.00050252210786772,-0.015368538386179686,,0.0
2023-10-05,,,,,,,,,,,0.041175523215057686,-0.07894952497481522,,0.07166745117802709,-0.010074767602205825,,0.0366436385772011,0.01219620540653299,,0.010741442526162714,0.00651512761721329,,0.0
2023-10-06,,,,,,,,,,,-0.19708319707549304,0.11986671786481118,,0.03555026768238512,0.02105522155862971,,0.03713621070691375,0.011342212648656202,,0.013488173126647629,0.007639921116570747,,0.0
2023-10-07,,,,,,,,0.12281137735474568,0.014317240567054412,0.10263621528971645,,-0.16742638076060623,,0.008938017431289857,-0.08622505282591209,,-0.0007953178969029029,-0.04258236545049532,,-0.007181968252684023,-0.014605159424063596,,0.0
2023-10-08,,,,,,,,,0.10685207303637512,,0.0028967397011050444,-0.1826524237164413,,-0.11236878587655919,-0.09541521301819633,,-0.006033824266164056,-0.04879732595079789,,1.616436950513389e-05,-0.016528333332661682,,0.0
2023-10-09,,,,,,,,,,,,,,0.08684079877123363,0.15263886739942611,,0.0791735841802439,0.09448888579287384,,0.02428062682041765,0.03666208095722112,,
2023-10-10,,,,,,,0.17705288941499853,,0.1877733909581918,-0.12544788780190608,-0.0693584688256833,-0.17608189349571357,,-0.005930787992978748,-0.09533768336399406,,-0.005693383033829713,-0.04672121255137118,,0.0005933213008535443,-0.014906564931881139,,0.0
2023-10-11,,,,,,,,,,,,-0.13318281355798223,,,-0.08635071629016333,,-0.037231589612100824,-0.04770564050935311,,-0.00025243633082605577,-0.016470447389443366,,0.0
2023-10-12,,,,,,,,,,,0.01510706304785514,-0.11731578703764334,,-0.18706919541352784,-0.05899018719560445,,0.015681228553209525,-0.022986926633756233,,0.004806899714399071,-0.004946779528975154,,0.0
2023-10-13,,,,-0.14479240993567932,,,-0.1581627641374428,,-0.1375054189318432,,0.15714736364396864,0.09638232957587989,,0.056634932336555366,-0.013548745721212896,,0.006417351684233852,-0.02419536549245227,,0.0021496767110742443,-0.010830616205966481,,0.0
2023-10-14,,-0.019264560768234906,,,,,-0.11336686123209805,,0.07557802411265313,,,-0.15170404841562846,,0.015459748542887564,-0.07843609450127109,,-0.0029533184707130067,-0.043782969973186425,,-0.0004933404537338371,-0.015613364598404234,,0.0
2023-10-15,-0.11358795282016043,,,,,,,,0.036988034062491515,0.17806637754496424,-0.019336254139832865,-0.16576853385623502,,-0.0643339995155463,-0.08306181701631588,,-0.001745716068927483,-0.04470397057689213,,-0.0015427999288589733,-0.015743350114502896,,0.0
2023-10-16,,,,,,0.11731810259392828,-0.17193695112674323,,,,,,,0.0784112598150839,,,0.05165599298897949,0.10238409260520775,,-0.0944095477805148,0.02859384740871529,,
2023-10-17,,,0.07938891335974185,,,,,,,,0.11197437469915572,,,0.07227929546904388,0.07518174617441975,,0.03008582276366245,0.025274316525683016,,0.00791601868893399,0.0069365754967980475,,0.0
2023-10-18,,,0.1784185497381816,,,0.024743811834715634,0.011367918257437104,,,,-0.008083142701159396,-0.18329716262773377,,-0.0006690007727606639,-0.09530191430717205,,-0.0834817692698191,-0.04869939717736449,,-0.001093685291531754,-0.01651389159463601,,0.0
2023-10-19,,-0.07764708572571766,-0.009274847659894503,0.04399007260517118,,,,,,0.12091670669551102,0.0001829194579268112,-0.17476376308398167,,,-0.09010610347255121,,-0.008580751325994118,-0.04590994361990519,,-0.0027209565293582205,-0.015676196571091983,,0.0
2023-10-20,,,,,,,,,,,0.14809978170778382,0.19585264093645782,,0.12692034309812583,0.11210510585492295,,0.04807113537190877,0.05596804132967503,,0.014497409913283965,0.017405010590785475,,0.0
2023-10-21,,,,,,,,,,,-0.12719392556960307,-0.1506999445857995,,0.030658491988183822,-0.053046570642861,,-0.0879290944370219,-0.016600891110479243,,-0.004310804573040783,-0.0030655360620607253,,0.0
2023-10-22,,,,,,,,,,,,-0.09828667695050908,,-0.07193673105844245,-0.018826393235721772,,-0.09322408707584451,0.005815100235016413,,-0.009213041755203655,0.006690314053804602,,0.0
2023-10-23,,,,,,,,,,,,,,,,,,,,0.0926135118411453,0.15359129499790436,,0.0
2023-10-24,,,,0.06899588261228651,-0.13706882378392982,0.0924372457933822,0.06754239236705972,-0.1544348495991339,-0.06411446402290777,,-0.08950426135717804,-0.1061234428685851,,-0.014033316122551986,-0.08864838473048786,,-0.001717946385029756,-0.0486328063780187,,0.0015259617555507532,-0.013801935350605588,,0.0
2023-10-25,,-0.10067777441055314,-0.1354032543251783,-0.16817866556795158,0.0013846896321387803,-0.003662926404437883,-0.0010883329509040474,0.04032990873255149,,,0.1508136546501473,-0.0558484079735565,,0.00042746658703740614,-0.05878683073243618,,-0.04398924084884814,-0.04294316429479228,,-0.0006881604491366655,-0.016481978048577983,,0.0
2023-10-26,,0.047860207491321693,0.009368120341774588,-0.055352947994483204,,,-0.1283363205307949,0.1542877833998686,,-0.11415356537884169,0.025793893575570603,-0.16897142652656771,,-0.02215812857625743,-0.09162818383162374,,-0.016170632531503415,-0.0487770095690091,,0.0007985825824465831,-0.014701471028345958,,0.0
2023-10-27,,-0.13582466067539034,-0.06989977198261721,,,0.19016245680172905,0.07336781971723605,-0.008283509862282434,-0.0804316474879011,-0.070683089679346,0.1969513409340602,0.12166332121621215,,-0.06826696184591308,0.055036471302444934,,0.012782922112862138,0.006942715731717897,,0.004764998984090996,-0.004959608082616418,,0.0
2023-10-28,,,,,-0.0057435474291408495,-0.0157460952684767,-0.006594416555870453,0.010481597884615779,-0.004141852386622569,-0.015687125546118397,,-0.1667575506770782,,0.003467089582984473,-0.07431174700937893,,0.0009739471185477022,-0.04035919554063838,,-0.04926818187767512,-0.01570885816511758,,0.0
2023-10-29,,0.01339893663255265,0.13979131970376835,-0.021789303091443002,-0.04659224533700934,0.029365421587573604,0.06448300459046319,,,,-0.0034402076150850114,-0.14653229309920235,,-0.01579309754902991,-0.09090525887094725,,-0.10284440296478825,-0.04597182193482208,,-0.003339071702787022,-0.013350978806943137,,0.0
2023-10-30,,,,,,,-0.11331936246132424,-0.045086283229672675,0.05715734455729726,0.12304999432485264,0.04953742656075155,-0.17693501951649493,,-0.013423077057901245,-0.09517411689941624,,-0.017258218970623518,-0.048374733280655446,,-0.03539146082161415,-0.015087732178703517,,0.0
2023-10-31,,-0.1557564627421475,,,0.10400282750306733,0.0933982755478624,-0.09732587244436108,-0.0182797199150444,0.015291720701470446,0.030911662583527066,-0.06371782691605143,-0.17567041428543806,,0.00734874128097629,-0.09035588333039868,,-0.004557697672906591,-0.047494097842053384,,-0.0041711946012825685,-0.016498022620891506,,0.0
2023-11-01,,,,,0.06309530357770399,0.12280713132620091,-0.03684351354204407,0.043633939327683224,0.1704769010709406,,,0.015067901913465187,,-0.009640109517695228,-0.05111217539136903,,-0.05063172197256838,-0.03035946367795206,,0.0060082943199946115,-0.006793807206429303,,0.0
2023-11-02,,,,,,,,,,-0.18426484457723058,,,,,,,0.10325280864017916,0.12531156510273367,,0.020907387342245842,0.02422380365547161,,0.0
2023-11-03,,-0.07632316050722165,-0.18955804104154184,,-0.13990705339164866,,,-0.17904105860749164,-0.09988860480828099,0.10551436989805296,0.06835629223979134,-0.02625862947780977,,0.055076290807325234,-0.033849690727263515,,0.005036969646027067,-0.022983081013904227,,0.0060439929630595746,-0.005052718053010996,,0.0
2023-11-04,,0.07534582423391845,0.06091142270020233,,0.1434982356258041,0.07884155115290414,,-0.15203759492695312,-0.02415775481117144,0.07118775024268098,0.026591305097023454,-0.14629243544320758,,0.030791508819850266,-0.07538125768331805,,-0.0015436772254255882,-0.03912500579003719,,0.0035408202153115464,-0.010917678217715054,,0.0
2023-11-05,,,,,-0.07307099534359629,,,0.09269944721475443,0.17483324631834307,-0.04237804155027025,0.0557878289010183,-0.09822167286349248,,0.056921106971781654,-0.04195914979542614,,-0.017026108555743713,-0.021009344779221117,,0.007595912079341183,-0.0033258467743857434,,0.0
2023-11-06,,,,,,,,,,0.14940261883611927,-0.027366125351271364,-0.13202468021375513,,-0.0967807443364056,-0.08270318714601288,,-0.07862829345923128,-0.045568421658245484,,-0.0012656240241458727,-0.016509168560091103,,0.0
2023-11-07,,,,,-0.10049112237037938,,-0.06536611379061352,-0.017831519095901083,-0.06570481282195706,-0.02636579406878603,,0.011813070712240359,,0.027513984196769314,-0.013827495182404004,,0.012686361440499283,-0.01759052336971978,,-0.0003791786297234756,-0.011558528752803832,,0.0
2023-11-08,,,,,-0.1708541741863192,,-0.16367332936722123,0.007647835754487575,-0.012835546368182404,-0.00919653874560733,-0.051784036196225625,-0.17458087792154098,,-0.00016043175180036062,-0.08582067521494063,,0.002523740017867926,-0.043895157011509256,,-0.00015573966495785463,-0.016153800349747227,,0.0
2023-11-09,,,,,,,,,,,,,,,,,,,,,,,0.0
2023-11-10,,0.01410731590175418,0.049487213512505734,,-0.06365960013215233,-0.10847093152469067,-0.1493860224392245,-0.049315615241384614,-0.08134142459969573,-0.126889807752953,0.08464075210158173,-0.02686592370101515,,0.04191432926163996,-0.014931526912416948,,0.03355490888016943,-0.0030513140609462752,,-0.024163816558126272,0.0005393362208303554,,0.0
2023-11-11,,0.02465176274665426,0.02997819998204232,-0.1657480870540281,0.04746050589371609,0.036189607154742065,,0.023449948413100108,0.010409810883118542,-0.13604005017449394,0.027301215222053088,-0.13256763523802806,,0.020581844465078936,-0.06009064940901754,,0.01373048094511975,-0.026705619885382004,,-0.0028919988131226315,-0.008601198905771712,,0.0
2023-11-12,,-0.005141915606193481,-0.006953560661696057,0.03244286658368889,0.08729186028543934,0.12970480486888514,,,,,-0.004082836451461125,-0.1724780869004302,,-0.040683842042885665,-0.08463496568014417,,-0.07038432829595331,-0.04163633859375915,,0.00049786847142963,-0.014559080901049293,,0.0
2023-11-13,,-0.01951029659354997,-0.03434217606455403,0.053580776617961234,0.04684607791546047,0.07087325181628379,-0.10046416902452282,0.011855179643249114,0.014213739183359886,-0.03955911301441939,-0.004633522734886264,-0.18350315211113644,,0.0007583485023636705,-0.09470187088664528,,-0.0002348247622310229,-0.04821570535654718,,-0.0010126426742180783,-0.016529193998697123,,0.0
2023-11-14,,,,,-0.11449019865230359,-0.13704865249722942,,-0.15387819824931293,-0.1745345107316737,,,0.04796779496579351,,0.078507567860437,0.042627631832486745,,0.06064525669161713,0.045293890964313244,,0.02806309306022614,0.029312260948748614,,0.0
2023-11-15,,,,,-0.1352224222327557,,,-0.12566371108704832,,,,0.09341603918678709,,0.03003687356269391,0.007383752434064084,,0.033641511115873435,0.0058386922100970295,,0.020675597308792426,0.015199936472890307,,0.0
2023-11-16,,,,,-0.14926103428177306,,,,,,,0.11627162242835509,,0.08945216245750665,0.09140603328636132,,0.07082384631508631,0.07871754145686882,,0.04064393675062261,0.05033235627902144,,0.0
2023-11-17,,,,-0.08471022236775216,-0.02303749593822224,-0.02092482874790036,,-0.00407073511290279,-0.0008782035574275149,0.022021552839695646,0.005309294940221587,-0.17110411685354798,,-0.0021369468684611093,-0.09480233764933121,,-0.0005837146749917421,-0.04869758171333449,,-0.0003587084458165357,-0.016351507282904798,,0.0
2023-11-18,,,,0.09296264146866307,-0.0016791906819086933,-0.0018731780143466104,0.010181661783626561,0.028444251231662054,0.02381804180626368,-0.09683991432274008,-0.008870818485519516,-0.17372591134983928,,-6.006447092299361e-05,-0.0945697938352239,,-0.0005042696436771132,-0.048785970146870916,,4.6060354057742003e-05,-0.01644332098437451,,0.0
2023-11-19,,,,,,,,-0.06695123174322504,-0.0904406551961372,0.1908182317216589,-0.0439109940304242,-0.029337005327184418,,,-0.037989616486549416,,0.009465057138901,-0.024992561008623015,,0.0031745863364613935,-0.005481186875150756,,0.0
2023-11-20,,,,,,,,-0.002635355571926512,-0.0016974645758786044,0.00906875620998715,-0.1921448360956648,-0.18340880092485778,,-0.01483265604924,-0.09525896341563966,,-6.079577027806593e-05,-0.04879754983544782,,-0.011075660857659764,-0.01651527806484221,,0.0
2023-11-21,,-0.13073119811675193,-0.09674407939064666,,,,,-0.051398375550735786,-0.11639209098454195,,-0.09694692586402431,,,0.10867371909620216,0.10936174237688867,,0.04655481514600712,0.05858579492609217,,0.03104168935528917,0.033821451201852204,,
2023-11-22,,,,,,-0.17253308151095037,,,,,,,,,,,0.05379023680618489,0.12387169710807466,,0.04758748270895796,0.06389172232009077,,
2023-11-23,,,-0.12003732701515102,-0.040869223304206836,,-0.04430840276728998,,0.06987001565327544,0.06481163840322512,-0.13738959115743388,0.003489661046107706,-0.16666723321925658,,-0.0006372301545118919,-0.09155660752674633,,-0.0014127908625609642,-0.04718141780845475,,-0.0015930204422589522,-0.015989803130173508,,
2023-11-24,,,,,,,,0.017025951653242277,0.019670713193421063,-0.03691079914604234,-0.023645577026786158,-0.18349583380864753,,-0.06852275030123811,-0.09471601692950204,,-0.0009301165521987675,-0.048123925793300715,,0.0002715427087649491,-0.01599872094235555,,0.0
2023-11-25,,0.15451775494794795,0.014082586463960434,-0.08772624000627938,,,,0.06780758871920622,0.0804285853062181,-0.15733098677269652,0.001671074244199433,-0.17452210668245072,,-0.06831693127358074,-0.0935432931195056,,-0.0036482520439935495,-0.048166093826317535,,8.582789629030252e-05,-0.016387527844359595,,
2023-11-26,,,,,,,,0.02569601316587722,0.003971556837530921,-0.13771833109504206,,-0.11871570769811335,,-0.1547184587443159,-0.0711349010435055,,0.004127403079499992,-0.03762274899471929,,0.0025934712086403966,-0.012143963027914872,,
2023-11-27,,,,,0.149287395126813,-0.19294232830379132,,0.006690985684138173,-0.02027404797518151,-0.1375564532428677,,-0.0833481350312798,,0.03458471127278284,-0.04938696314134461,,0.006865877143551025,-0.02568755467763595,,-0.005693109788709072,-0.006687978134144568,,0.0
2023-11-28,,,,,-0.17480658404527405,-0.09712443130773807,,-0.03186154359621152,-0.033596723593947164,0.1421739475468673,0.1821074031729537,-0.09384463146047173,,0.0029165283945233877,-0.07793735321095219,,0.000725847815093994,-0.044153489650612165,,0.00027381183202601633,-0.015161714132612358,,
2023-11-29,,,,,,,,,,,-0.09489432569783895,-0.14274514448194897,,-0.026301877603640444,-0.07854048901484456,,,-0.04019513406473396,,0.0020409109774608414,-0.012812149184917687,,0.0
2023-11-30,,,,,-0.0962357093443591,-0.101641260135922,,,0.004021997979050118,,0.18226123229759383,-0.06803732440169719,,0.006584974215860351,-0.07074304877900883,,-0.007373941143849039,-0.04254342434752523,,-0.013503711355217662,-0.01489517188281253,,0.0
2023-12-01,,,,,,,,,-0.11770112427301416,,0.13288762678467436,-0.03597430742096752,,-0.171711726236226,-0.04830361800904026,,0.004571663813949911,-0.03391096695559015,,-0.02347317099432611,-0.011984885177494742,,0.0
2023-12-02,,,,,,,,,,,0.11357349835843822,,,,0.12230583858911803,,0.04456174701554261,0.033018430413389144,,0.013460594489479227,0.01106500753178774,,0.0
2023-12-03,,,0.05495170978371133,0.03161653499622896,,,,,-0.09919318583619341,0.1384046229091871,-0.0030461594291572025,-0.1770826965843263,,0.002468733563939507,-0.09412877843557854,,0.003197800515607918,-0.04617782961850303,,-0.00041623638953514064,-0.014867017380092329,,0.0
2023-12-04,,,0.025873470537332466,,,,,,,,,-0.15461915116872105,,0.05072943547740283,-0.06583990419744512,,-0.053264074183667076,-0.031268903696563655,,-0.006019196699885931,-0.00887501033132676,,0.0
2023-12-05,-0.0003170741897552398,-0.14754773714350922,0.08783580056661311,0.11242745758261918,,,,0.1815357592540876,,-0.1434119777217423,-0.12124947493202698,-0.1654782722099697,,0.028005569075142844,-0.07268826773245785,,-0.03591893354113629,-0.03350722657566274,,0.0005241737685879322,-0.009244670970542379,,0.0
2023-12-06,,,,,,,-0.18063714419922816,,0.01897257354853421,,,,,0.16717215933726215,,,-0.08466078501999164,0.07094123520722251,,0.012211732212584758,0.012316354901307225,,0.0
2023-12-07,,,,,,,,-0.051400340578180104,,,,,,0.13645770050626682,,,0.10147186187178137,0.12035820906986805,,0.03035278402620145,0.04527380807390036,,0.0
2023-12-08,,,,-0.14550150552900054,,,-0.06804059056989531,0.013238773579060448,-0.007764541773734868,-0.0028947060040790396,0.0316459998543861,-0.12694306986504378,,0.0196697671726338,-0.07067821428858212,,0.00036621734158459596,-0.04176696472875674,,-0.019080202869252827,-0.015679052887366818,,0.0
2023-12-09,,,,,-0.00877852441263749,,0.014543141807698667,,0.1919433737740892,-0.17754116376719542,0.032392443091284306,-0.1014479829138546,,-0.009677601637431699,-0.04424959705864584,,-0.0012163341170366992,-0.027969627324755386,,-7.700144309785717e-05,-0.011952489134817279,,0.0
2023-12-10,,,,,,,-0.0439906154979135,-0.00510760895259077,5.9320603877921485e-05,0.002199653778181432,-0.030399487299722527,-0.1825480073604948,,0.007954501762993837,-0.09283993019662728,,-7.89220900819787e-05,-0.04786682703988632,,-0.0006961046691498218,-0.016501898700619244,,0.0
2023-12-11,,,,,,0.11995363758742816,,,,-0.0850508803588862,,,,,,,0.057905354263997344,,,0.04132493465203635,0.07631400208021777,,0.0
2023-12-12,,,,,,,,,,,,-0.1812153527061091,,-0.04978040828455821,-0.09164323636705296,,-0.12459090962264108,-0.04110122117590753,,0.0029970873587110702,-0.012221821246368836,,0.0
2023-12-13,,,,,,,,,-0.17781864663733726,,,0.06102831132482911,,0.027781397747750347,-0.006071592640401469,,0.022370601795243417,-0.012717577322849505,,0.004559404092258079,-0.004756959088641266,,0.0
2023-12-14,-0.06961549573727466,,,,0.026751233486011383,-0.11998296557219612,0.0703489999432414,0.14430368869317278,-0.15674844237214935,0.16649786208095763,0.11445055818295402,-0.09251601379435925,,0.0049320611286716165,-0.042337408406794896,,0.01633367594637347,-0.022987126645731215,,0.0034839720231025773,-0.007159033635696477,,0.0
2023-12-15,,,,,,,,-0.08310436143705768,,,0.12103806404438111,,,0.07354269816156789,0.12927538669536287,,0.09329512622333969,0.08357882826200691,,0.02211834072517105,0.03464068533551434,,0.0
2023-12-16,,,,,,,,,,,,-0.1641113844713551,,-0.031970882022015146,-0.09143247561846912,,-0.0069121470695509,-0.04842247741925354,,-0.008452132749562469,-0.016529209307176274,,0.0
2023-12-17,,-0.14632899331697535,,,,,,0.037523560922216426,0.19399727235813868,0.04941417922289326,0.012984364445614682,-0.16848565175733898,,-0.19467469760493994,-0.08177504067634733,,-0.005535638668206944,-0.0364626966120174,,0.0037161028530157125,-0.010109399605110814,,0.0
